title,release_year,rating,genres,description,poster_url
The Blue Lagoon,1980,6.162,"Romance, Adventure","Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",https://image.tmdb.org/t/p/w500/vSYaATEBqsy0Ad4CQxs3D5IXQUm.jpg
Naughty,2023,6.2,Drama,"Twenty-year-old Elya is a student and a future ecologist. One day, Matvey, the head of a construction company, comes to her university to talk about a development plan on the site of an old forest park. Elya does not hesitate to smash his project to smithereens. Matvey is intrigued by the girl's self-confidence and uses his usual methods of influence - he simply tries to ""buy"" her. But Elya doesn't need a sponsor. Then Matvey, surprised by her impregnability, offers Elya a bet: seven romantic days according to his rules. If after that the girl still decides to leave, he will refuse to build a skyscraper in the forest park. She agrees when Matvey really suspends the design work. Elya sees herself as something like the heroine of the film Pretty Woman, but Matvey turns out to be not at all the person she imagined.",https://image.tmdb.org/t/p/w500/9vUEWR3LjQcPqaev2Rfm5uKvV9i.jpg
Scars,2005,7.483,Drama,"The story of a dysfunctional couple, whose problems will inevitably deteriorate their marriage and their son's life.",https://image.tmdb.org/t/p/w500/jUgPlwsBhT8GjmAMc7jTRiy0qRH.jpg
Live Free or Die Hard,2007,6.625,"Action, Thriller","John McClane is back and badder than ever, and this time he calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",https://image.tmdb.org/t/p/w500/wplG0vWnpnzkIBDxBhTfIygqfoK.jpg
The Da Vinci Code,2006,6.7,"Thriller, Mystery","A murder in Paris’ Louvre Museum and cryptic clues in some of Leonardo da Vinci’s most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that — should it come to light — could rock the very foundations of Christianity.",https://image.tmdb.org/t/p/w500/9ejKfNk0LBhSI9AahH4f9NJNZNM.jpg
Dumb and Dumber To,2014,5.6,Comedy,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",https://image.tmdb.org/t/p/w500/b5sOa42AN7sTU9PCf7S8wI7jchB.jpg
Scooby-Doo,2002,6.087,"Mystery, Adventure, Comedy","When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",https://image.tmdb.org/t/p/w500/mTAiBJGg8mqEfnYHHbi37ZoRSZm.jpg
The Princess,2022,6.8,"Action, Fantasy","A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father’s castle. With her scorned, vindictive suitor intent on taking her father’s throne, the princess must protect her family and save the kingdom.",https://image.tmdb.org/t/p/w500/9pCoqX24a6rE981fY1O3PmhiwrB.jpg
Dawn of the Dead,1978,7.496,Horror,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",https://image.tmdb.org/t/p/w500/h6aVbUsiJB3Le1xrhyZXsXZOI3h.jpg
The Night They Came Home,2024,6.1,"Western, Thriller, Action","The combined force of local lawmen and Indian police aim to take down the the Rufus Buck Gang, a cold-heated band of fugitives with vengeance on their minds.",https://image.tmdb.org/t/p/w500/3ot1GDhZMGTeOcI23BI7A2IlFCO.jpg
Le Samouraï,1967,7.773,"Crime, Thriller","After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",https://image.tmdb.org/t/p/w500/5Fa6o5nfUPEatQ9b3OwEvdEdR7T.jpg
Mainstream,2021,6.367,"Comedy, Drama",A young woman thinks she’s found a path to internet stardom when she starts making YouTube videos with a charismatic stranger  – until the dark side of viral celebrity threatens to ruin them both.,https://image.tmdb.org/t/p/w500/9KXWDsbbp2dcjMNzYRzkuRfrpzc.jpg
True Romance,1993,7.542,"Action, Crime, Romance","Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",https://image.tmdb.org/t/p/w500/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg
The First Slam Dunk,2022,7.831,"Animation, Comedy, Drama","Shohoku's “speedster” and point guard, Ryota Miyagi, always plays with brains and lightning speed, running circles around his opponents while feigning composure. In his second year of high school, Ryota plays with the Shohoku High School basketball team along with Sakuragi, Rukawa, Akagi, and Mitsui as they take the stage at the Inter-High School National Championship. And now, they are on the brink of challenging the reigning champions, Sannoh Kogyo High School.",https://image.tmdb.org/t/p/w500/7i3EBXY87HdHagCoFbmjHQ8DlkG.jpg
The Perks of Being a Wallflower,2012,7.8,Drama,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",https://image.tmdb.org/t/p/w500/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg
Reign of Chaos,2022,5.6,"Action, Horror, Fantasy","When the world is gripped by a plague unleashed by the evil lord Chaos, and humans are turned into rabid creatures, mankind can only be saved by three young women, descendants of a Goddess, with the power to stop Chaos' evil.",https://image.tmdb.org/t/p/w500/nTMmpvR9TyV631tpFr4FtYxG0FC.jpg
Sin City: A Dame to Kill For,2014,6.382,"Crime, Action, Thriller",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,https://image.tmdb.org/t/p/w500/gMtmCInfW5B3rY4WKxG8KaJk0z5.jpg
Night at the Museum,2006,6.584,"Action, Adventure, Comedy, Family, Fantasy","Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",https://image.tmdb.org/t/p/w500/uY9k8t2FQkMj60obnAnsPKLxHCE.jpg
Instant Family,2018,7.524,"Comedy, Drama","When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",https://image.tmdb.org/t/p/w500/dic3GdmMpxxfkCQfvZnasb5ZkSG.jpg
Call Boy,2018,6.348,Drama,"Ryo Morinaka is a university student and works part-time at a bar. He is bored with his daily life and exists in a state of torpor. One day, his friend Shinya Tajima brings the owner of a host bar over to the place where Ryo Morinaka works. Shizuka Mido is the owner of the host bar. Soon, Ryo Morinaka begins to work for Shizuka Mido at the members only host bar. He feels embarrassment initially, but he fulfills the desires of women and develops a sense of purpose.",https://image.tmdb.org/t/p/w500/3fVRb3uoRDjbA9X95C88FOJ0rlZ.jpg
Salt,2010,6.4,"Action, Mystery, Thriller","As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a Russian defector accuses her of being a Russian sleeper spy. She goes on the run, using all her skills and years of experience as a covert operative to elude capture, protect her husband, and stay one step ahead of her colleagues at the CIA. Her efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",https://image.tmdb.org/t/p/w500/71JObQnwxUbBSfsHltnb6u9dGmf.jpg
AVP: Alien vs. Predator,2004,5.925,"Adventure, Science Fiction, Action, Horror","When scientists discover something near Antarctica that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",https://image.tmdb.org/t/p/w500/ySWu5bCnnmgV1cVacvFnFIhgOjp.jpg
Spider-Man: All Roads Lead to No Way Home,2022,6.7,Documentary,"JB Smoove and Martin Starr host a celebration of 20 years of ""Spider-Man"" movies, from the Sam Raimi trilogy to Marc Webb's movies and the trio from Jon Watts.",https://image.tmdb.org/t/p/w500/e2LLmI5wKIrWGAy9Of3yyWu7Szn.jpg
Patriots Time,2022,7.8,"Action, War, Drama","The brothers Sultan and Bekzat Ibrayev are serving faithfully in the Armed Forces of Kazakhstan, and at the same time they are in family disagreement. Sultan is a valiant intelligence officer and Bekzat is a talented fighter pilot. While an international terrorist organization prepares a carefully planned attack on the country's strategically important facilities, the brothers have to face not only a mortal threat, but also face a family confrontation related to their dead father. Circumstances force them to unite in order to save human lives, and the brothers eventually understand that their homeland and family are the most valuable thing they have.",https://image.tmdb.org/t/p/w500/A4QM6oF4UNNhQh1f9pRdXvyKW5s.jpg
Romeo + Juliet,1996,6.794,"Drama, Romance","In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",https://image.tmdb.org/t/p/w500/eLf4jclPijOqfEp6bDAmezRFxk5.jpg
Chinatown,1974,7.912,"Crime, Drama, Mystery, Thriller","Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",https://image.tmdb.org/t/p/w500/1Wi1dgGRDmSETi4fZGWhRhQDSRj.jpg
Fracture,2007,7.276,Thriller,"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other.",https://image.tmdb.org/t/p/w500/wNfmx8HvlIouzT54ptMWzXw5XiG.jpg
Settlers,2021,4.9,"Science Fiction, Thriller, Drama","Remmy and her parents, refugees from Earth, have found peace on the Martian outskirts until strangers appear in the hills beyond their farm. Told as a triptych, the film follows Remmy as she struggles to survive in an uneasy landscape.",https://image.tmdb.org/t/p/w500/tBUYDwiJVDcnjPneOitVetJk2Rt.jpg
The Princess,2022,6.8,"Action, Fantasy","A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father’s castle. With her scorned, vindictive suitor intent on taking her father’s throne, the princess must protect her family and save the kingdom.",https://image.tmdb.org/t/p/w500/9pCoqX24a6rE981fY1O3PmhiwrB.jpg
Irish Wish,2024,6.226,"Romance, Comedy, Fantasy",Maddie's dream guy is days away from marrying her best friend when a wish for true love made on an ancient stone in Ireland magically alters her fate.,https://image.tmdb.org/t/p/w500/v4Bb70dpIIQoEnZAHnm3nzCPauU.jpg
Moonraker,1979,6.157,"Action, Adventure, Thriller, Science Fiction","After Drax Industries' Moonraker space shuttle is hijacked, secret agent James Bond is assigned to investigate, traveling to California to meet the company's owner, the mysterious Hugo Drax. With the help of scientist Dr. Holly Goodhead, Bond soon uncovers Drax's nefarious plans for humanity, all the while fending off an old nemesis, Jaws, and venturing to Venice, Rio, the Amazon...and even outer space.",https://image.tmdb.org/t/p/w500/6LrJdXNmu5uHOVALZxVYd44Lva0.jpg
Angel Guts: Red Porno,1981,5.9,Drama,"Nami is a department store worker who agrees to stand in for a friend in a magazine photo shoot. To her horror it turns out to be for an S&M magazine and she is forced to pose for degrading photos. When the magazine is published, she is sacked, her lover abandons her and her life becomes a living nightmare as an obsessed man starts stalking her.",https://image.tmdb.org/t/p/w500/bXlH7NR3CM3bgax726tZXG1IuEl.jpg
Pokémon: The First Movie,1998,6.9,"Animation, Family, Adventure, Fantasy, Action","Determined to prove its superiority, a bio-engineered Pokémon called Mewtwo lures Ash, Pikachu and others into a Pokemon match like none before.",https://image.tmdb.org/t/p/w500/6YPzBcMH0aPNTvdXNCDLY0zdE1g.jpg
A Star Is Born,2018,7.499,"Music, Drama, Romance","Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",https://image.tmdb.org/t/p/w500/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg
Mad Max 2,1981,7.395,"Adventure, Action, Thriller, Science Fiction","Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",https://image.tmdb.org/t/p/w500/dhVekfpaCW3QavAwGYbaQig87Xc.jpg
#Blue_Whale,2024,6.3,"Thriller, Horror, Drama","Rebellious schoolgirl Dana grieves for her younger sister, a once-happy kid who suddenly stepped in front of a train. Desperate to learn what happened, she explores her sister's online history, discovering a sinister social-media game.",https://image.tmdb.org/t/p/w500/2TmZ2lgDEYJAFpeUMALRx5NwqK.jpg
The Little Rascals,1994,6.8,"Romance, Comedy, Family","When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.",https://image.tmdb.org/t/p/w500/qI7PKX2JSw4yD2iQm3pyHvKir28.jpg
Incendies,2010,8.109,"Drama, War, Mystery","A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",https://image.tmdb.org/t/p/w500/yDNrRBVewTdwyCxcg4ULuyHfHot.jpg
Bread & Roses,2024,8.5,Documentary,"In the wake of the Taliban's return to power, a group of Kabul women lead a revolutionary fight for their rights—and their lives.",https://image.tmdb.org/t/p/w500/oERXZhKRBMaLehmddLt1EvFe0Uv.jpg
The Guilty,2021,6.424,"Drama, Thriller",A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,https://image.tmdb.org/t/p/w500/m8aR1k35oZMOzZ1kYWUyt401mwq.jpg
Ranma ½: The Movie 2 — The Battle of Togenkyo: Rescue the Brides!,1992,8.104,"Action, Comedy, Animation","With the Tendos, the Saotomes, Ryoga, Shampoo and Ukyo misinterpreting Tatewake Kuno's invitation to his two loves, Akane and 'The Pig Tailed Girl', to try his new yacht, a whole new episode of chaos begins in the already unstable lives of the Saotome/Tendo clan. A mysterious shadow kidnaps first Akane's sister Kasumi, then continues on until all the girls disappear. All except everyone's favorite hydrotranssexual.",https://image.tmdb.org/t/p/w500/jG1fVO88kaitXP4thiQcEZebL7t.jpg
Attack on Titan II: End of the World,2015,6.1,"Horror, Science Fiction, Action","Eren Yeager leaves to restore a break in the wall destroyed by a Titan. He comes under attack by the Titans and is cornered. Shikishima comes to his aid. The titans never stops attacking.  Eren is now injured and tries to protect Armin, but is swallowed by a titan. A Titan with black hair appears and begins to expel the other titans.",https://image.tmdb.org/t/p/w500/khTl77Kvwb7emwcluvwKRA7MkSs.jpg
Abracadaver,2024,4.3,Comedy,"To save their father's life, three siblings skilled in magic, escapism, and swindling must steal a priceless mummy from an old hacienda during the ""Night of the Dead"" party. Success means fortune and peace; failure brings severe consequences.",https://image.tmdb.org/t/p/w500/b0B1lXZcMvHUxYw9mxr0e5abBGG.jpg
The Foreigner,2017,6.966,"Action, Thriller",Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,https://image.tmdb.org/t/p/w500/rwM4hzrmc5HiWfQD9ls9DL4QgGl.jpg
Piranha 3DD,2012,4.3,"Horror, Thriller, Comedy","After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.",https://image.tmdb.org/t/p/w500/mv2Ej9WPVWivNvtMTTxgb07c7N9.jpg
The Exorcism of Emily Rose,2005,6.6,"Crime, Drama, Horror, Thriller","When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",https://image.tmdb.org/t/p/w500/qMN0HIP34f736kkQcfvTfmL9TP3.jpg
Night Swim,2024,5.627,Horror,"Forced into early retirement by a degenerative illness, former baseball player Ray Waller moves into a new house with his wife and two children. He hopes that the backyard swimming pool will be fun for the kids and provide physical therapy for himself. However, a dark secret from the home's past soon unleashes a malevolent force that drags the family into the depths of inescapable terror.",https://image.tmdb.org/t/p/w500/gSkfBGdxdialBMM7P02V4hcI6Ij.jpg
Game Night,2018,6.853,"Mystery, Comedy, Crime","Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",https://image.tmdb.org/t/p/w500/85R8LMyn9f2Lev2YPBF8Nughrkv.jpg
Radio,2003,7.244,Drama,"In the racially divided town of Anderson, South Carolina in 1976, football coach Harold Jones spots a mentally disabled African-American young man nicknamed Radio near his practice field and is inspired to befriend him. Soon, Radio is Jones' loyal assistant, and he becomes a student at T.L. Hanna High School. But things start to sour when Coach Jones begins taking guff from parents and fans who feel that his devotion to Radio is getting in the way of the team's quest for a championship.",https://image.tmdb.org/t/p/w500/uQ6ci4iFHhB6TWB2f4wftR7AEly.jpg
Mona Lisa Smile,2003,6.9,"Drama, History, Romance","Katherine Watson is a recent UCLA graduate hired to teach art history at the prestigious all-female Wellesley College, in 1953. Determined to confront the outdated mores of society and the institution that embraces them, Katherine inspires her traditional students, including Betty and Joan, to challenge the lives they are expected to lead.",https://image.tmdb.org/t/p/w500/bg0VKsXnLjIZ0cHmZHZLs9gzrvm.jpg
Wicked Little Letters,2024,7.0,"Comedy, Drama, Mystery","When the denizens of Littlehampton – including conservative Edith – begin receiving letters full of hilarious profanities, rowdy Irish migrant Rose is charged with the crime. Suspecting something amiss, the town's women band together to investigate.",https://image.tmdb.org/t/p/w500/scAU7YudKNVeZlOfgSEWntAUSJ.jpg
Hulk,2003,5.6,"Science Fiction, Adventure, Action","Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",https://image.tmdb.org/t/p/w500/qnngKqAcqfH2pBxDoKu5lxzSbTo.jpg
The Adventures of Sharkboy and Lavagirl,2005,5.2,"Adventure, Family, Science Fiction","Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",https://image.tmdb.org/t/p/w500/wyXPANZMYYbKh8Ic8qFLqMkolyV.jpg
"Bah, Humduck!: A Looney Tunes Christmas",2006,7.2,"Animation, Comedy, Family","In this adaptation of Charles Dickens' A Christmas Carol, Daffy Duck is the greedy proprietor of the Lucky Duck Mega-Mart and all he can think about is the money to be made during the holiday season.",https://image.tmdb.org/t/p/w500/f568JOtSlQoevRIDBKK3YIkHbvd.jpg
Vantage Point,2008,6.4,"Drama, Action, Thriller, Crime","During an historic counter-terrorism summit in Spain, the President of the United States is struck down by an assassin's bullet. Eight strangers have a perfect view of the kill, but what did they really see? As the minutes leading up to the fatal shot are replayed through the eyes of each eyewitness, the reality of the assassination takes shape.",https://image.tmdb.org/t/p/w500/9xA1KaGoYQJveY3C87J41Au5Kkn.jpg
Silver Linings Playbook,2012,7.1,"Drama, Comedy, Romance","After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",https://image.tmdb.org/t/p/w500/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg
Pretty Guardian Sailor Moon Cosmos the Movie Part 2,2023,7.8,Animation,"One by one, Sailor Moon’s friends and loved ones are targeted by a formidable new enemy who threatens to destroy everything and rule over the cosmos. After devastating losses, Sailor Moon endures her battle against Shadow Galactica. Will despair crush her, or will she find light in the darkness?",https://image.tmdb.org/t/p/w500/sHmtdPMhnVtZWHro6f8CuDQuusz.jpg
The Menu,2022,7.183,"Comedy, Horror, Thriller","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",https://image.tmdb.org/t/p/w500/v31MsWhF9WFh7Qooq6xSBbmJxoG.jpg
28 Weeks Later,2007,6.6,"Horror, Thriller, Science Fiction","The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",https://image.tmdb.org/t/p/w500/ja8nzgtzhJq0vtX3BJcnbceIxCF.jpg
Dredd,2012,6.835,"Action, Science Fiction","In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",https://image.tmdb.org/t/p/w500/wLx65gtGVnUFCxceHWGszcruCZj.jpg
Sweet Sex,2017,6.1,"Romance, Drama",A famous patissier and his women enjoy work and sex.  Neung-geum has dreamt of being a pattisier. She stops supporting her boyfriends school bills.  Woo-hyeon is a famous dessert patissier and he has secretive sex to get secret recipes but to him this is just a way to find sweetness.  Neung-geum learns how to make dessert from Woo-hyeon. What kind of sex will they have today? What flavor?,https://image.tmdb.org/t/p/w500/hkt25KjYmyuRchMpGUPhdEgxnd2.jpg
Atonement,2007,7.7,"Drama, Romance","As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",https://image.tmdb.org/t/p/w500/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg
The Transporter Refueled,2015,5.524,"Action, Thriller, Crime","The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",https://image.tmdb.org/t/p/w500/7FlegRMzzGUKHpEuXGGF5jOiA6G.jpg
Once Upon a Deadpool,2018,7.099,"Comedy, Action, Adventure","A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2, as a Princess Bride-esque story that's full of magic, wonder, and zero Fs.",https://image.tmdb.org/t/p/w500/5Ka49BWWyKMXr93YMbH5wLN7aAM.jpg
Star Trek Into Darkness,2013,7.327,"Action, Adventure, Science Fiction","When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",https://image.tmdb.org/t/p/w500/7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg
The Hot Chick,2002,6.4,"Comedy, Fantasy","Not only is Jessica Spencer the most popular girl in school -- she is also the meanest. But things change for the attractive teen when a freak accident involving a cursed pair of earrings and a chance encounter at a gas station causes her to switch bodies with Clive, a sleazy crook. Jessica, in the form of the repulsive Clive, struggles to adjust to this radical alteration and sets out to get her own body back before the upcoming prom.",https://image.tmdb.org/t/p/w500/lnnGE4TKa05t20SZ2batuAhXCp4.jpg
Death Wish,2018,6.2,"Action, Crime, Thriller",A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,https://image.tmdb.org/t/p/w500/g0eEEZAqMf98ULQnoiORuazjOpn.jpg
Ruthless,2023,6.7,"Action, Thriller","A high school coach, whose teenage daughter was murdered, takes matters into his own hands by going after the men who kidnap his students for their sex trafficking operation.",https://image.tmdb.org/t/p/w500/4ndp1pnHWRuiZLNpFJvO4Kh6Tav.jpg
Clifford the Big Red Dog,2021,7.2,"Family, Adventure, Comedy, Fantasy, Animation","As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",https://image.tmdb.org/t/p/w500/oifhfVhUcuDjE61V5bS5dfShQrm.jpg
Charlie's Angels: Full Throttle,2003,5.5,"Action, Adventure, Comedy","The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.",https://image.tmdb.org/t/p/w500/n4cdJ0Wqxb7C0HmZbcaC4eYnkIf.jpg
Jurassic Park,1993,7.951,"Adventure, Science Fiction","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",https://image.tmdb.org/t/p/w500/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg
The Cat in the Hat,2003,5.3,"Comedy, Adventure, Family, Fantasy","During a rainy day, and while their mother is out, Conrad and Sally, and their pet fish, are visited by the mischievous Cat in the Hat. Fun soon turns to mayhem, and the siblings must figure out how to rid themselves of the maniacal Cat.",https://image.tmdb.org/t/p/w500/qgEk63SkI0AgcMHnI54laB1LQjY.jpg
The Rundown,2003,6.5,"Adventure, Action, Comedy, Thriller","When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.",https://image.tmdb.org/t/p/w500/cwNeP2fz0vqNhmKIcSgLD0xc6g2.jpg
Huesera: The Bone Woman,2023,5.825,"Horror, Mystery, Drama","Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in, she's forced deeper into a chilling world of dark magic that threatens to consume her.",https://image.tmdb.org/t/p/w500/zgpj76z9byUgcWnxLDmtZ3XqfvN.jpg
Speed,1994,7.1,"Action, Thriller","Jack Traven, an LAPD cop on SWAT detail, and veteran SWAT officer Harry Temple thwart an extortionist-bomber's scheme for a $3 million ransom. As they corner the bomber, he flees and detonates a bomb vest, seemingly killing himself. Weeks later, Jack witnesses a mass transit city bus explode and nearby a pay phone rings. On the phone is that same bomber looking for vengeance and the money he's owed. He gives a personal challenge to Jack: a bomb is rigged on another city bus - if it slows down below 50 mph, it will explode - bad enough any day, but a nightmare in LA traffic. And that's just the beginning...",https://image.tmdb.org/t/p/w500/o1Zs7VaS9y2GYH9CLeWxaVLWd3x.jpg
Weeding Night,2024,7.281,"Comedy, Romance","Lucía and Nico, the couple of the century, are about to say yes... although not with each other. It turns out that they both decided to get married on the same day and in the same place, but with other people.",https://image.tmdb.org/t/p/w500/2iQoSPyAGHseY5NhMM28orLkxjq.jpg
The Pacifier,2005,6.1,"Comedy, Family, Action",Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,https://image.tmdb.org/t/p/w500/ayVLPibrtazh7U5FliWRLDMmG3d.jpg
Dogville,2003,7.777,"Crime, Drama, Thriller","When a beautiful young Grace arrives in the isolated township of Dogville, the small community agrees to hide her from a gang of ruthless gangsters, and, in return, Grace agrees to do odd jobs for the townspeople.",https://image.tmdb.org/t/p/w500/lraVawavIXh5geMlVjpzCw9TGwR.jpg
